event_date,event_timestamp,event_name,event_previous_timestamp,event_server_timestamp_offset,user_id,user_first_touch_timestamp,platform,is_active_user
20230516,1.68E+15,3,1.68E+15,361004,17256,1.68E+15,1,0
20231127,1.7E+15,1,1.7E+15,694011,47213,1.7E+15,2,1
20231127,1.7E+15,1,1.7E+15,1177785,47178,1.7E+15,1,1
20231127,1.7E+15,2,1.7E+15,286062,11617,1.68E+15,1,1
20230702,1.69E+15,1,1.69E+15,257406,17030,1.69E+15,1,0
20230702,1.69E+15,1,1.69E+15,167521,17190,1.68E+15,1,0
20230702,1.69E+15,3,1.69E+15,178727,15646,1.68E+15,1,0
20230501,1.68E+15,6,1.68E+15,244243,13413,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,154632,15022,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,157324,15777,1.68E+15,1,0
20230626,1.69E+15,3,1.69E+15,335801,5266,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,199732,21682,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,237220,9784,1.68E+15,1,0
20230626,1.69E+15,3,1.69E+15,531524,1962,1.69E+15,1,0
20230626,1.69E+15,3,1.69E+15,553835,13936,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,595302,21743,1.69E+15,1,0
20230605,1.69E+15,1,1.69E+15,290718,19146,1.69E+15,1,0
20230605,1.69E+15,1,1.69E+15,434095,16037,1.68E+15,1,0
20230605,1.69E+15,3,1.69E+15,118571,19166,1.68E+15,1,0
20230605,1.69E+15,1,1.69E+15,161026,10357,1.68E+15,1,0
20230605,1.69E+15,7,,146489,16175,1.68E+15,1,0
20230605,1.69E+15,1,1.69E+15,126338,5,1.69E+15,1,0
20230605,1.69E+15,1,1.69E+15,216190,14967,1.68E+15,1,0
20230526,1.69E+15,1,1.69E+15,305883,3193,1.67E+15,1,0
20230526,1.69E+15,8,1.69E+15,2184196,6,1.69E+15,2,0
20230726,1.69E+15,1,1.69E+15,235817,24578,1.69E+15,1,1
20230726,1.69E+15,1,1.69E+15,514680,24824,1.69E+15,1,1
20230726,1.69E+15,3,1.69E+15,235941,19547,1.69E+15,1,1
20230726,1.69E+15,3,1.69E+15,294519,23431,1.69E+15,1,1
20230612,1.69E+15,1,1.69E+15,337101,8273,1.68E+15,1,0
20230612,1.69E+15,1,1.69E+15,178682,2406,1.68E+15,1,0
20230612,1.69E+15,1,1.69E+15,618569,12465,1.68E+15,2,0
20230612,1.69E+15,1,1.69E+15,240303,14930,1.68E+15,2,0
20230612,1.69E+15,3,1.69E+15,214372,19736,1.69E+15,1,0
20230703,1.69E+15,3,1.69E+15,239401,10679,1.68E+15,1,0
20230703,1.69E+15,3,1.69E+15,224745,22105,1.69E+15,1,0
20230703,1.69E+15,1,1.69E+15,138914,16327,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,272971,17854,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,313910,22650,1.69E+15,1,0
20230703,1.69E+15,3,1.69E+15,203242,17147,1.68E+15,1,0
20230511,1.68E+15,1,1.68E+15,413787,5176,1.68E+15,1,0
20230511,1.68E+15,1,1.68E+15,255414,12135,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,122743,10896,1.68E+15,1,0
20230601,1.69E+15,3,1.69E+15,627622,5176,1.69E+15,1,0
20230601,1.69E+15,6,1.69E+15,198456,15721,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,416735,1742,1.69E+15,1,0
20230601,1.69E+15,1,1.69E+15,137396,7,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,260567,13246,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,189047,3011,1.67E+15,1,0
20230601,1.69E+15,1,1.69E+15,246067,18841,1.68E+15,1,0
20230921,1.7E+15,8,,1536140,8,1.7E+15,2,1
20230921,1.7E+15,9,1.7E+15,68,34929,1.7E+15,2,1
20230921,1.7E+15,1,1.7E+15,811784,33964,1.69E+15,2,1
20230921,1.7E+15,4,,207216,9,1.7E+15,2,0
20230921,1.7E+15,1,1.7E+15,531883,34788,1.7E+15,2,1
20230921,1.7E+15,5,,175656,34974,1.7E+15,1,1
20230921,1.7E+15,3,1.69E+15,203489,11589,1.67E+15,1,1
20230626,1.69E+15,1,1.69E+15,155858,21160,1.69E+15,1,0
20230806,1.69E+15,10,1.69E+15,663761,17286,1.68E+15,2,0
20230806,1.69E+15,5,1.69E+15,572305,26062,1.69E+15,2,1
20230806,1.69E+15,2,1.69E+15,353196,26132,1.69E+15,2,1
20230806,1.69E+15,1,1.69E+15,62111,10,1.69E+15,2,1
20230806,1.69E+15,1,1.69E+15,603761,24419,1.69E+15,1,1
20230806,1.69E+15,1,1.69E+15,215597,15827,1.68E+15,1,1
20230806,1.69E+15,6,1.69E+15,130938,14433,1.68E+15,1,1
20230806,1.69E+15,1,1.69E+15,363075,20488,1.69E+15,1,1
20230621,1.69E+15,1,1.69E+15,348348,21017,1.69E+15,1,0
20230621,1.69E+15,1,1.69E+15,284742,10679,1.68E+15,1,0
20230621,1.69E+15,3,1.69E+15,775189,21028,1.69E+15,1,0
20230621,1.69E+15,1,1.69E+15,206366,19422,1.67E+15,1,0
20230514,1.68E+15,2,1.68E+15,183505,4381,1.68E+15,2,0
20230514,1.68E+15,10,1.68E+15,365170,16723,1.68E+15,2,0
20230514,1.68E+15,1,1.68E+15,335086,17074,1.68E+15,2,0
20230617,1.69E+15,3,,414877,11,1.69E+15,1,0
20230715,1.69E+15,1,1.69E+15,225528,3313,1.67E+15,1,0
20230715,1.69E+15,1,1.69E+15,121926,15375,1.68E+15,1,0
20230715,1.69E+15,1,,1380004,12,1.69E+15,2,0
20230715,1.69E+15,1,1.69E+15,940,13,1.69E+15,2,0
20230715,1.69E+15,6,,698678,14,1.69E+15,2,0
20230518,1.68E+15,3,1.68E+15,193815,15175,1.68E+15,1,0
20230518,1.68E+15,3,1.68E+15,567782,2637,1.67E+15,1,0
20230518,1.68E+15,3,1.68E+15,966974,17399,1.68E+15,1,0
20230611,1.69E+15,5,1.69E+15,191967,19373,1.67E+15,2,0
20230611,1.69E+15,5,1.69E+15,515154,19639,1.69E+15,2,0
20230611,1.69E+15,3,1.69E+15,211078,17686,1.68E+15,1,0
20230611,1.69E+15,3,1.69E+15,182099,19638,1.69E+15,1,0
20230611,1.69E+15,3,1.69E+15,1765004,19674,1.69E+15,1,0
20230604,1.69E+15,3,1.69E+15,208300,19054,1.68E+15,1,0
20230604,1.69E+15,1,1.69E+15,1070886,16233,1.67E+15,2,0
20230604,1.69E+15,1,1.69E+15,359,19038,1.69E+15,2,0
20230529,1.69E+15,6,1.69E+15,194423,17199,1.68E+15,1,0
20230529,1.69E+15,3,1.69E+15,108559,11936,1.67E+15,1,0
20230529,1.69E+15,1,1.69E+15,186527,2506,1.67E+15,1,0
20231115,1.7E+15,1,1.7E+15,129061,43251,1.7E+15,2,1
20231115,1.7E+15,1,1.7E+15,45995,9329,1.68E+15,2,1
20231115,1.7E+15,11,1.7E+15,47024,43145,1.7E+15,2,1
20231115,1.7E+15,3,1.7E+15,235028,35653,1.7E+15,1,1
20231115,1.7E+15,1,1.7E+15,269441,42375,1.7E+15,1,1
20230512,1.68E+15,1,1.68E+15,269324,16899,1.68E+15,1,0
20230512,1.68E+15,9,,2972175,16903,1.68E+15,2,0
20230512,1.68E+15,1,1.68E+15,728195,16908,1.67E+15,2,0
20230516,1.68E+15,3,1.68E+15,140908,1625,1.68E+15,1,0
20230516,1.68E+15,3,1.68E+15,197520,1625,1.68E+15,1,0
20230516,1.68E+15,12,1.68E+15,347608,3313,1.67E+15,1,0
20230516,1.68E+15,3,1.68E+15,265783,16254,1.68E+15,1,0
20230516,1.68E+15,3,1.68E+15,1372228,17168,1.68E+15,2,0
20231127,1.7E+15,3,1.7E+15,403453,47187,1.7E+15,1,1
20231127,1.7E+15,13,1.7E+15,34821,43540,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,118309,47286,1.7E+15,1,1
20231127,1.7E+15,3,1.7E+15,664404,46338,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,104780,29020,1.69E+15,1,1
20231127,1.7E+15,3,1.7E+15,165640,13067,1.68E+15,1,1
20231127,1.7E+15,3,1.7E+15,134128,46756,1.68E+15,1,1
20231127,1.7E+15,1,1.7E+15,202751,12124,1.68E+15,1,1
20231127,1.7E+15,2,1.7E+15,229389,12124,1.68E+15,1,1
20231127,1.7E+15,1,1.7E+15,211390,46945,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,293777,30337,1.69E+15,1,1
20230702,1.69E+15,3,1.69E+15,193815,14967,1.68E+15,1,0
20230702,1.69E+15,3,1.69E+15,218382,22507,1.69E+15,1,0
20230702,1.69E+15,1,1.69E+15,328683,22152,1.69E+15,1,0
20230702,1.69E+15,3,1.69E+15,16388847,22563,1.69E+15,2,0
20230501,1.68E+15,1,1.68E+15,210052,15751,1.68E+15,1,0
20230501,1.68E+15,6,,295026,15,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,442351,15735,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,378996,5231,1.67E+15,1,0
20230501,1.68E+15,3,1.68E+15,103052,15774,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,287436,13884,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,124898,2990,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,124898,2990,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,127674,15437,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,280861,16,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,80028,21724,1.69E+15,1,0
20230626,1.69E+15,6,1.69E+15,165758,19620,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,610631,4186,1.67E+15,1,0
20230626,1.69E+15,3,1.69E+15,158891,17,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,260181,964,1.69E+15,1,0
20230626,1.69E+15,3,1.69E+15,138457,18,1.69E+15,1,0
20230626,1.69E+15,6,1.69E+15,177279,19338,1.69E+15,1,0
20230605,1.69E+15,3,1.69E+15,302702,19146,1.69E+15,1,0
20230605,1.69E+15,1,1.69E+15,108447,19107,1.69E+15,1,0
20230605,1.69E+15,3,1.69E+15,273847,19137,1.69E+15,1,0
20230605,1.69E+15,6,1.69E+15,168933,17044,1.68E+15,2,0
20230526,1.69E+15,3,1.69E+15,176307,17752,1.68E+15,1,0
20230526,1.69E+15,1,1.69E+15,143124,18307,1.69E+15,1,0
20230526,1.69E+15,1,1.69E+15,446607,16663,1.68E+15,2,0
20230526,1.69E+15,3,1.69E+15,1069667,9361,1.68E+15,2,0
20230526,1.69E+15,9,1.68E+15,149,18176,1.68E+15,2,0
20230726,1.69E+15,1,1.69E+15,295842,24222,1.69E+15,1,1
20230726,1.69E+15,1,1.69E+15,236882,16037,1.68E+15,1,1
20230726,1.69E+15,11,1.69E+15,374896,15364,1.69E+15,1,1
20230726,1.69E+15,1,1.69E+15,108800,21183,1.69E+15,1,1
20230726,1.69E+15,6,1.69E+15,142367,4469,1.67E+15,1,1
20230612,1.69E+15,1,1.69E+15,459,19768,1.69E+15,2,0
20230612,1.69E+15,1,1.69E+15,927166,12643,1.67E+15,2,0
20230612,1.69E+15,1,1.69E+15,495,15918,1.68E+15,2,0
20230612,1.69E+15,2,1.69E+15,110912,10257,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,220113,17382,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,89757,16078,1.68E+15,1,0
20230703,1.69E+15,3,1.69E+15,325018,17854,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,284312,21217,1.69E+15,1,0
20230703,1.69E+15,1,1.69E+15,152167,19392,1.69E+15,1,0
20230511,1.68E+15,1,1.68E+15,148757,16404,1.68E+15,1,0
20230511,1.68E+15,1,1.68E+15,416062,5546,1.67E+15,1,0
20230601,1.69E+15,3,1.69E+15,849466,1920,1.69E+15,1,0
20230601,1.69E+15,1,1.69E+15,173511,1769,1.69E+15,1,0
20230601,1.69E+15,1,1.69E+15,253026,18883,1.69E+15,1,0
20230601,1.69E+15,5,1.69E+15,225397,17792,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,174744,2637,1.67E+15,1,0
20230601,1.69E+15,1,1.69E+15,132728,8273,1.68E+15,1,0
20230921,1.7E+15,1,1.7E+15,705784,5556,1.67E+15,2,1
20230921,1.7E+15,6,1.7E+15,505819,34531,1.7E+15,2,1
20230921,1.7E+15,1,1.7E+15,228479,34105,1.69E+15,2,1
20230921,1.7E+15,14,1.7E+15,229375,20801,1.68E+15,1,1
20230921,1.7E+15,1,1.7E+15,618970,34854,1.7E+15,1,1
20230626,1.69E+15,3,,93121,19,1.69E+15,1,0
20230626,1.69E+15,6,1.69E+15,186673,18154,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,223945,18154,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,132421,1958,1.69E+15,1,0
20230806,1.69E+15,1,1.69E+15,256765,26062,1.69E+15,2,1
20230806,1.69E+15,1,1.69E+15,222,26094,1.69E+15,2,1
20230806,1.69E+15,3,1.69E+15,482034,26071,1.69E+15,1,1
20230806,1.69E+15,5,1.69E+15,95196,17277,1.68E+15,1,1
20230806,1.69E+15,15,,1074348,20,1.69E+15,2,1
20230621,1.69E+15,3,1.69E+15,348348,21017,1.69E+15,1,0
20230621,1.69E+15,1,1.69E+15,180233,18948,1.68E+15,1,0
20230621,1.69E+15,1,1.69E+15,226067,15431,1.68E+15,1,0
20230621,1.69E+15,3,1.69E+15,340129,21031,1.68E+15,1,0
20230606,1.69E+15,1,1.69E+15,179851,12795,1.68E+15,1,0
20230617,1.69E+15,1,1.69E+15,116655,9870,1.68E+15,1,0
20230617,1.69E+15,3,1.69E+15,587580,14934,1.68E+15,1,0
20230715,1.69E+15,9,1.69E+15,113144,11846,1.68E+15,1,0
20230715,1.69E+15,1,1.69E+15,433916,21831,1.69E+15,1,0
20230715,1.69E+15,13,1.69E+15,264084,23669,1.69E+15,1,0
20230715,1.69E+15,1,1.69E+15,193966,17001,1.68E+15,1,0
20230715,1.69E+15,1,1.69E+15,158754,21,1.69E+15,2,0
20230518,1.68E+15,3,1.68E+15,237277,16834,1.68E+15,1,0
20230518,1.68E+15,1,1.68E+15,119801,5465,1.67E+15,1,0
20230611,1.69E+15,9,1.69E+15,894917,4532,1.67E+15,2,0
20230611,1.69E+15,10,1.69E+15,673887,2527,1.67E+15,2,0
20230611,1.69E+15,1,1.69E+15,1885925,19674,1.69E+15,1,0
20230604,1.69E+15,3,1.69E+15,116959,14461,1.68E+15,1,0
20230604,1.69E+15,16,,84355,22,1.69E+15,1,0
20230604,1.69E+15,2,1.69E+15,129018,18606,1.69E+15,2,0
20230529,1.69E+15,6,1.69E+15,7149383,12640,1.68E+15,2,0
20230529,1.69E+15,1,1.69E+15,386548,9548,1.68E+15,1,0
20230529,1.69E+15,1,1.69E+15,169094,10157,1.68E+15,1,0
20231115,1.7E+15,1,1.7E+15,519745,42097,1.7E+15,2,1
20231115,1.7E+15,1,1.7E+15,398509,45189,1.7E+15,1,1
20230512,1.68E+15,1,1.68E+15,189918,8612,1.67E+15,2,0
20230512,1.68E+15,1,1.68E+15,565802,8285,1.67E+15,2,0
20230512,1.68E+15,9,1.68E+15,1427104,16723,1.68E+15,2,0
20230516,1.68E+15,3,1.68E+15,432888,17244,1.68E+15,1,0
20230516,1.68E+15,1,1.68E+15,166925,10357,1.68E+15,1,0
20230516,1.68E+15,1,1.68E+15,124796,16244,1.68E+15,1,0
20230516,1.68E+15,1,1.68E+15,427686,2526,1.68E+15,2,0
20231010,1.7E+15,1,1.7E+15,156440,37824,1.7E+15,1,1
20231010,1.7E+15,16,,309895,23,1.7E+15,1,1
20231010,1.7E+15,1,1.7E+15,396226,24,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,257,45930,1.7E+15,2,1
20231127,1.7E+15,1,1.7E+15,301473,46525,1.7E+15,2,1
20231127,1.7E+15,1,1.7E+15,275831,32095,1.68E+15,1,1
20231127,1.7E+15,3,1.7E+15,374785,2432,1.67E+15,1,1
20231127,1.7E+15,3,1.7E+15,445517,45830,1.7E+15,1,1
20231127,1.7E+15,3,1.7E+15,445517,45830,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,287938,47200,1.7E+15,1,1
20231127,1.7E+15,3,1.7E+15,253736,35836,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,406649,47165,1.7E+15,1,1
20230702,1.69E+15,1,1.69E+15,269726,22028,1.69E+15,1,0
20230702,1.69E+15,3,1.69E+15,131271,19901,1.69E+15,1,0
20230702,1.69E+15,3,1.69E+15,496238,12599,1.68E+15,1,0
20230702,1.69E+15,3,1.69E+15,192220,17087,1.68E+15,1,0
20230702,1.69E+15,1,1.69E+15,289757,19679,1.69E+15,1,0
20230501,1.68E+15,3,1.68E+15,292605,9613,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,227399,25,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,145168,8522,1.67E+15,1,0
20230501,1.68E+15,5,1.68E+15,623588,15732,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,272239,15732,1.68E+15,1,0
20230626,1.69E+15,3,1.69E+15,149285,21801,1.67E+15,1,0
20230626,1.69E+15,3,1.69E+15,652151,21759,1.69E+15,1,0
20230626,1.69E+15,3,1.69E+15,172921,19620,1.68E+15,1,0
20230626,1.69E+15,3,1.69E+15,142804,21594,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,111381,21831,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,353011,15775,1.68E+15,1,0
20230626,1.69E+15,3,1.69E+15,393380,9860,1.68E+15,1,0
20230605,1.69E+15,3,1.69E+15,176769,19133,1.69E+15,1,0
20230605,1.69E+15,3,1.69E+15,115502,18194,1.68E+15,1,0
20230605,1.69E+15,2,,118571,19166,1.68E+15,1,0
20230605,1.69E+15,1,1.69E+15,152912,26,1.69E+15,1,0
20230605,1.69E+15,6,1.69E+15,1099838,27,1.67E+15,2,0
20230526,1.69E+15,3,1.69E+15,118827,17679,1.68E+15,1,0
20230526,1.69E+15,1,1.69E+15,322819,18281,1.69E+15,1,0
20230526,1.69E+15,1,1.69E+15,272115,18276,1.69E+15,1,0
20230526,1.69E+15,3,1.69E+15,371135,18211,1.69E+15,1,0
20230526,1.69E+15,1,1.69E+15,1680348,10437,1.68E+15,2,0
20230526,1.69E+15,9,1.69E+15,1010961,8285,1.67E+15,2,0
20230726,1.69E+15,1,1.69E+15,238010,24928,1.69E+15,1,1
20230726,1.69E+15,3,1.69E+15,235809,18266,1.67E+15,1,1
20230726,1.69E+15,1,1.69E+15,226493,8974,1.68E+15,1,1
20230612,1.69E+15,1,1.69E+15,216,15918,1.68E+15,2,0
20230612,1.69E+15,3,1.69E+15,394455,9860,1.68E+15,1,0
20230703,1.69E+15,1,1.69E+15,383877,22658,1.69E+15,1,0
20230703,1.69E+15,3,1.69E+15,295922,20530,1.69E+15,1,0
20230703,1.69E+15,3,1.69E+15,191413,22641,1.67E+15,1,0
20230703,1.69E+15,3,1.69E+15,156828,22665,1.67E+15,1,0
20230511,1.68E+15,3,1.68E+15,191937,2419,1.67E+15,1,0
20230511,1.68E+15,2,,145814,16805,1.68E+15,1,0
20230511,1.68E+15,3,1.68E+15,434514,16773,1.68E+15,1,0
20230511,1.68E+15,3,1.68E+15,130011,14934,1.68E+15,1,0
20230511,1.68E+15,17,,203661,13451,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,155154,18744,1.69E+15,1,0
20230601,1.69E+15,1,1.69E+15,174170,18320,1.69E+15,1,0
20230601,1.69E+15,3,1.69E+15,462501,1742,1.69E+15,1,0
20230601,1.69E+15,6,1.69E+15,179230,2508,1.68E+15,1,0
20230601,1.69E+15,2,1.69E+15,117272,17854,1.68E+15,1,0
20230601,1.69E+15,3,1.69E+15,477080,16125,1.68E+15,1,0
20230601,1.69E+15,1,1.69E+15,187704,18234,1.68E+15,1,0
20230921,1.7E+15,3,1.7E+15,220892,17,1.69E+15,1,1
20230921,1.7E+15,1,1.7E+15,726378,22365,1.69E+15,2,1
20230921,1.7E+15,1,1.7E+15,421905,34925,1.7E+15,2,1
20230921,1.7E+15,1,1.7E+15,421905,34925,1.7E+15,2,1
20230921,1.7E+15,1,1.7E+15,426843,34830,1.7E+15,2,1
20230921,1.7E+15,1,1.7E+15,127922,34830,1.7E+15,2,1
20230921,1.7E+15,2,1.7E+15,847994,34788,1.7E+15,2,1
20230921,1.7E+15,16,,90313,28,1.7E+15,2,1
20230626,1.69E+15,3,1.69E+15,109911,21833,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,117925,17771,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,165387,21829,1.69E+15,1,0
20230806,1.69E+15,9,,181440,26060,1.69E+15,1,1
20230806,1.69E+15,1,1.69E+15,603761,24419,1.69E+15,1,1
20230806,1.69E+15,1,1.69E+15,183230,8046,1.67E+15,1,1
20230806,1.69E+15,6,1.69E+15,276722,18160,1.68E+15,1,1
20230806,1.69E+15,3,1.69E+15,281297,26075,1.69E+15,1,1
20230806,1.69E+15,1,1.69E+15,117659,18876,1.68E+15,1,1
20230806,1.69E+15,1,1.69E+15,214730,1288,1.67E+15,1,1
20230806,1.69E+15,3,1.69E+15,106305,2990,1.68E+15,1,1
20230806,1.69E+15,3,1.69E+15,955580,24907,1.69E+15,2,1
20230621,1.69E+15,5,1.69E+15,399804,21003,1.69E+15,1,0
20230621,1.69E+15,3,1.69E+15,263544,20873,1.69E+15,1,0
20230528,1.69E+15,3,1.69E+15,362124,16163,1.68E+15,1,0
20230617,1.69E+15,3,1.69E+15,107837,15375,1.68E+15,1,0
20230715,1.69E+15,14,1.69E+15,135514,23610,1.69E+15,1,0
20230715,1.69E+15,1,1.69E+15,344035,23629,1.69E+15,1,0
20230715,1.69E+15,17,1.68E+15,109025,10309,1.68E+15,1,0
20230518,1.68E+15,1,1.68E+15,2595032,17497,1.68E+15,1,0
20230518,1.68E+15,3,1.68E+15,107284,16648,1.68E+15,1,0
20230518,1.68E+15,6,1.68E+15,140554,17256,1.68E+15,1,0
20230611,1.69E+15,10,1.69E+15,872,18733,1.68E+15,2,0
20230611,1.69E+15,3,1.69E+15,196967,17667,1.68E+15,2,0
20230611,1.69E+15,1,1.69E+15,12,17707,1.68E+15,2,0
20230611,1.69E+15,1,1.69E+15,176182,29,1.69E+15,1,0
20230611,1.69E+15,1,1.69E+15,155557,19595,1.69E+15,1,0
20230604,1.69E+15,3,1.69E+15,336200,18902,1.69E+15,1,0
20230604,1.69E+15,1,1.69E+15,323006,19050,1.69E+15,1,0
20230604,1.69E+15,12,,139598,30,1.69E+15,1,0
20230604,1.69E+15,3,1.69E+15,86003,16915,1.68E+15,2,0
20230529,1.69E+15,3,1.69E+15,242711,11617,1.68E+15,1,0
20230529,1.69E+15,1,1.69E+15,96891,9576,1.68E+15,1,0
20230529,1.69E+15,3,1.69E+15,384201,14934,1.68E+15,1,0
20231115,1.7E+15,1,1.7E+15,274291,23431,1.69E+15,1,1
20231115,1.7E+15,3,1.7E+15,680562,45254,1.67E+15,1,1
20231115,1.7E+15,3,1.7E+15,264744,17368,1.68E+15,1,1
20230512,1.68E+15,1,1.68E+15,242078,16831,1.68E+15,2,0
20230512,1.68E+15,1,1.68E+15,252902,9329,1.68E+15,2,0
20230516,1.68E+15,6,1.68E+15,137477,8144,1.67E+15,1,0
20230516,1.68E+15,3,1.68E+15,108295,13650,1.68E+15,1,0
20230516,1.68E+15,1,1.68E+15,710,16286,1.68E+15,2,0
20231127,1.7E+15,3,1.7E+15,820224,47244,1.7E+15,2,1
20231127,1.7E+15,1,1.7E+15,819,10721,1.67E+15,2,1
20231127,1.7E+15,1,1.7E+15,819,10721,1.67E+15,2,1
20231127,1.7E+15,3,1.7E+15,445517,45830,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,337546,44218,1.7E+15,1,1
20231127,1.7E+15,1,1.7E+15,337546,44218,1.7E+15,1,1
20231127,1.7E+15,3,1.7E+15,484534,30046,1.69E+15,1,1
20231127,1.7E+15,1,1.7E+15,176548,12132,1.68E+15,1,1
20231127,1.7E+15,2,,533325,47265,1.7E+15,1,1
20230702,1.69E+15,3,1.69E+15,278453,22579,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,151916,14688,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,295197,15157,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,252523,13772,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,130624,11000,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,249957,15765,1.68E+15,1,0
20230501,1.68E+15,1,1.68E+15,121338,13266,1.68E+15,1,0
20230501,1.68E+15,3,1.68E+15,281329,9567,1.67E+15,1,0
20230626,1.69E+15,1,1.69E+15,212250,15212,1.68E+15,1,0
20230626,1.69E+15,1,1.69E+15,651340,21761,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,162403,21827,1.69E+15,1,0
20230626,1.69E+15,3,1.69E+15,281034,21682,1.69E+15,1,0
20230626,1.69E+15,1,1.69E+15,249038,21730,1.69E+15,1,0
20230626,1.69E+15,3,1.69E+15,202999,15772,1.68E+15,1,0
